Topic Code,Topic Name,Topic Description,Variable Code,Variable Name
DISTANCE_TO_WORK_AGG8,Place of Work (Distance) - 8 Categories,"Distance travelled is calculated as the straight line distance, in kilometres, between place of residence and place of work. This variable applies to people aged 16 and over (excluding full-time students) in employment. As such, it reports 'No code required' for the subset of the population where no response was expected.",3,Work within Northern Ireland: 2km to less than 5km
DISTANCE_TO_WORK_AGG8,Place of Work (Distance) - 8 Categories,"Distance travelled is calculated as the straight line distance, in kilometres, between place of residence and place of work. This variable applies to people aged 16 and over (excluding full-time students) in employment. As such, it reports 'No code required' for the subset of the population where no response was expected.",4,Work within Northern Ireland: 5km to less than 10km
DISTANCE_TO_WORK_AGG8,Place of Work (Distance) - 8 Categories,"Distance travelled is calculated as the straight line distance, in kilometres, between place of residence and place of work. This variable applies to people aged 16 and over (excluding full-time students) in employment. As such, it reports 'No code required' for the subset of the population where no response was expected.",5,Work within Northern Ireland: 10km to less than 20km
DISTANCE_TO_WORK_AGG8,Place of Work (Distance) - 8 Categories,"Distance travelled is calculated as the straight line distance, in kilometres, between place of residence and place of work. This variable applies to people aged 16 and over (excluding full-time students) in employment. As such, it reports 'No code required' for the subset of the population where no response was expected.",6,Work within Northern Ireland: 20km and over
DISTANCE_TO_WORK_AGG8,Place of Work (Distance) - 8 Categories,"Distance travelled is calculated as the straight line distance, in kilometres, between place of residence and place of work. This variable applies to people aged 16 and over (excluding full-time students) in employment. As such, it reports 'No code required' for the subset of the population where no response was expected.",7,Work outside Northern Ireland or no fixed place of work
DISTANCE_TO_WORK_AGG8,Place of Work (Distance) - 8 Categories,"Distance travelled is calculated as the straight line distance, in kilometres, between place of residence and place of work. This variable applies to people aged 16 and over (excluding full-time students) in employment. As such, it reports 'No code required' for the subset of the population where no response was expected.",-8,No code required
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000001,Dunsilly_A1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000002,Dunsilly_B1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000003,Dunsilly_A2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000004,Dunsilly_A3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000005,Dunsilly_B2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000006,Dunsilly_A4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000007,Dunsilly_C1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000008,Dunsilly_A5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000009,Dunsilly_A6
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000010,Dunsilly_B3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000011,Dunsilly_D1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000012,Dunsilly_D2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000013,Dunsilly_F1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000014,Dunsilly_D3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000015,Dunsilly_C2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000016,Dunsilly_E1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000017,Dunsilly_E2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000018,Dunsilly_E3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000019,Dunsilly_D4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000020,Dunsilly_D5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000021,Dunsilly_E4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000022,Dunsilly_C3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000023,Dunsilly_D6
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000024,Dunsilly_C4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000025,Dunsilly_F2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000026,Dunsilly_B4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000027,Dunsilly_F3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000028,Dunsilly_F4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000029,Dunsilly_F5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000030,Dunsilly_B5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000031,Dunsilly_B6
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000032,Dunsilly_F6
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000033,Dunsilly_F7
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000034,Dunsilly_F8
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000035,Antrim_A1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000036,Antrim_A2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000037,Antrim_A3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000038,Antrim_B1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000039,Antrim_B2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000040,Antrim_A4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000041,Antrim_C1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000042,Antrim_B3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000043,Antrim_D1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000044,Antrim_C2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000045,Antrim_C3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000046,Antrim_D2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000047,Antrim_D3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000048,Antrim_C4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000049,Antrim_G1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000050,Antrim_E1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000051,Antrim_F1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000052,Antrim_F2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000053,Antrim_E2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000054,Antrim_D4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000055,Antrim_E3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000056,Antrim_E4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000057,Antrim_G2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000058,Antrim_H1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000059,Antrim_F3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000060,Antrim_J1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000061,Antrim_H2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000062,Antrim_H3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000063,Antrim_G3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000064,Antrim_J2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000065,Antrim_J3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000066,Antrim_K1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000067,Antrim_K2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000068,Antrim_G4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000069,Antrim_L1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000070,Antrim_J4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000071,Antrim_G5
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000072,Antrim_L2
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000073,Antrim_F4
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000074,Antrim_K3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000075,Antrim_L3
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000076,Antrim_N1
DZ21,Census 2021 Data Zone,"These 3,780 Data Zones have been created by NISRA to support dissemination of Census 2021 outputs. Data Zones nest within the 850 Super Data Zones, which in turn nest within the current 80 District Electoral Areas and 11 Local Government Districts. More information on Census 2021 Data Zones is available at https://www.nisra.gov.uk/publications/census-2021-output-geography-information-papers",N20000077,Antrim_N2
