Topic Code,Topic Name,Topic Description,Variable Code,Variable Name
HH_ADAPTED_EXTERNAL_WHEELCHAIR,Adaptation to Accommodation (Wheelchair - External),Identifies whether a household has been designed or adapted for external wheelchair access. This only refers to households - communal establishments were not asked this question.,1,Household is adapted for external wheelchair access
HH_ADAPTED_HEARING,Adaptation to Accommodation (Hearing Difficulties),Identifies whether a household has been designed or adapted for hearing difficulties. This only refers to households - communal establishments were not asked this question.,0,Household is not adapted for hearing difficulties
HH_ADAPTED_HEARING,Adaptation to Accommodation (Hearing Difficulties),Identifies whether a household has been designed or adapted for hearing difficulties. This only refers to households - communal establishments were not asked this question.,1,Household is adapted for hearing difficulties
HH_ADAPTED_IND,Adaptation to Accommodation - 2 Categories,"The number of household adaptations. Adaptation to Accommodation refers to household accommodation that has been designed or adapted for one or more of the following: internal wheelchair usage, external wheelchair access, other physical or mobility difficulties, visual difficulties, hearing difficulties, or other. This only refers to households - communal establishments were not asked this question.",0,Accommodation has not been designed or adapted
HH_ADAPTED_IND,Adaptation to Accommodation - 2 Categories,"The number of household adaptations. Adaptation to Accommodation refers to household accommodation that has been designed or adapted for one or more of the following: internal wheelchair usage, external wheelchair access, other physical or mobility difficulties, visual difficulties, hearing difficulties, or other. This only refers to households - communal establishments were not asked this question.",1,Accommodation has been designed or adapted
HH_ADAPTED_INTERNAL_WHEELCHAIR,Adaptation to Accommodation (Wheelchair - Internal),Identifies whether a household has been designed or adapted for internal wheelchair usage. This only refers to households - communal establishments were not asked this question.,0,Household is not adapted for internal wheelchair usage
HH_ADAPTED_INTERNAL_WHEELCHAIR,Adaptation to Accommodation (Wheelchair - Internal),Identifies whether a household has been designed or adapted for internal wheelchair usage. This only refers to households - communal establishments were not asked this question.,1,Household is adapted for internal wheelchair usage
HH_ADAPTED_NUM_TC4,Adaptation to Accommodation,"The number of household adaptations. Adaptation to Accommodation refers to household accommodation that has been designed or adapted for one or more of the following: internal wheelchair usage, external wheelchair access, other physical or mobility difficulties, visual difficulties, hearing difficulties, or other. This only refers to households - communal establishments were not asked this question.",0,Accommodation has not been designed or adapted
HH_ADAPTED_NUM_TC4,Adaptation to Accommodation,"The number of household adaptations. Adaptation to Accommodation refers to household accommodation that has been designed or adapted for one or more of the following: internal wheelchair usage, external wheelchair access, other physical or mobility difficulties, visual difficulties, hearing difficulties, or other. This only refers to households - communal establishments were not asked this question.",1,One
HH_ADAPTED_NUM_TC4,Adaptation to Accommodation,"The number of household adaptations. Adaptation to Accommodation refers to household accommodation that has been designed or adapted for one or more of the following: internal wheelchair usage, external wheelchair access, other physical or mobility difficulties, visual difficulties, hearing difficulties, or other. This only refers to households - communal establishments were not asked this question.",2,Two
HH_ADAPTED_NUM_TC4,Adaptation to Accommodation,"The number of household adaptations. Adaptation to Accommodation refers to household accommodation that has been designed or adapted for one or more of the following: internal wheelchair usage, external wheelchair access, other physical or mobility difficulties, visual difficulties, hearing difficulties, or other. This only refers to households - communal establishments were not asked this question.",3,Three
HH_ADAPTED_NUM_TC4,Adaptation to Accommodation,"The number of household adaptations. Adaptation to Accommodation refers to household accommodation that has been designed or adapted for one or more of the following: internal wheelchair usage, external wheelchair access, other physical or mobility difficulties, visual difficulties, hearing difficulties, or other. This only refers to households - communal establishments were not asked this question.",4,Four or more
HH_ADAPTED_OTHER,Adaptation to Accommodation (Other Reason),Identifies whether a household has been designed or adapted for other reasons. This only refers to households - communal establishments were not asked this question.,0,Household is not adapted for other reasons
HH_ADAPTED_OTHER,Adaptation to Accommodation (Other Reason),Identifies whether a household has been designed or adapted for other reasons. This only refers to households - communal establishments were not asked this question.,1,Household is adapted for other reasons
HH_ADAPTED_OTHER_PHYSICAL_MOBILITY,Adaptation to Accommodation (Other Physical or Mobility Difficulties),Identifies whether a household has been designed or adapted for physical or mobility difficulties other than wheelchair access or usage. This only refers to households - communal establishments were not asked this question.,0,Household is not adapted for other physical or mobility difficulties
HH_ADAPTED_OTHER_PHYSICAL_MOBILITY,Adaptation to Accommodation (Other Physical or Mobility Difficulties),Identifies whether a household has been designed or adapted for physical or mobility difficulties other than wheelchair access or usage. This only refers to households - communal establishments were not asked this question.,1,Household is adapted for other physical or mobility difficulties
HH_ADAPTED_VISUAL,Adaptation to Accommodation (Visual Difficulties),Identifies whether a household has been designed or adapted for visual difficulties. This only refers to households - communal establishments were not asked this question.,0,Household is not adapted for visual difficulties
HH_ADAPTED_VISUAL,Adaptation to Accommodation (Visual Difficulties),Identifies whether a household has been designed or adapted for visual difficulties. This only refers to households - communal establishments were not asked this question.,1,Household is adapted for visual difficulties
HH_ADULTS_AND_CHILDREN,Adults and Children,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",1,"One Person Household, One adult aged 66 or over"
HH_ADULTS_AND_CHILDREN,Adults and Children,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",2,"One Person Household, One adult aged 65 or under"
HH_ADULTS_AND_CHILDREN,Adults and Children,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",3,One adult of any age and one or more children
HH_ADULTS_AND_CHILDREN,Adults and Children,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",4,One adult aged 65 or under and one adult aged 66 or over and no children
HH_ADULTS_AND_CHILDREN,Adults and Children,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",5,Two adults aged 66 or above and no children
HH_ADULTS_AND_CHILDREN,Adults and Children,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",6,Two adults aged 65 or under and no children
HH_ADULTS_AND_CHILDREN,Adults and Children,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",7,Two adults of any age and one or two children
HH_ADULTS_AND_CHILDREN,Adults and Children,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",8,Two adults of any age and three or more children
HH_ADULTS_AND_CHILDREN,Adults and Children,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",9,Three or more adults of any age and one or more children
HH_ADULTS_AND_CHILDREN,Adults and Children,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",10,Three or more adults of any age and no children
HH_ADULTS_AND_CHILDREN_AGG2,Adults and Children - 2 Categories,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",1,1 adult in household
HH_ADULTS_AND_CHILDREN_AGG2,Adults and Children - 2 Categories,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",2,2 or more adults in household
HH_ADULTS_AND_CHILDREN_AGG6,Adults and Children - 6 Categories,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",1,One Person Household
HH_ADULTS_AND_CHILDREN_AGG6,Adults and Children - 6 Categories,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",2,One adult of any age and one or more children
HH_ADULTS_AND_CHILDREN_AGG6,Adults and Children - 6 Categories,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",3,Two adults of any age and no children
HH_ADULTS_AND_CHILDREN_AGG6,Adults and Children - 6 Categories,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",4,Two adults of any age and one or more children
HH_ADULTS_AND_CHILDREN_AGG6,Adults and Children - 6 Categories,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",5,Three or more adults of any age and no children
HH_ADULTS_AND_CHILDREN_AGG6,Adults and Children - 6 Categories,"Classifies households by the age of the people in them. In this classification, an adult is any person aged 16 and over and a child is any person aged under 16 years. It does not take into account the relationships between people in the household.",6,Three or more adults of any age and one or more children
HH_ADULTS_EMPLOYMENT_TC3,Adults in Employment (Household),"The number of employed adults in a household. An adult is a person who is not a dependent child. A person aged 16 years and over is defined as in employment if in the week before the census they carried out at least one hour's paid work, either as an employee or self-employed. This also includes: any other form of paid work; being away from work ill, on holiday or temporarily laid off; or on maternity or paternity leave.",0,No adults in employment in household
HH_ADULTS_EMPLOYMENT_TC3,Adults in Employment (Household),"The number of employed adults in a household. An adult is a person who is not a dependent child. A person aged 16 years and over is defined as in employment if in the week before the census they carried out at least one hour's paid work, either as an employee or self-employed. This also includes: any other form of paid work; being away from work ill, on holiday or temporarily laid off; or on maternity or paternity leave.",1,1 adult in employment in household
HH_ADULTS_EMPLOYMENT_TC3,Adults in Employment (Household),"The number of employed adults in a household. An adult is a person who is not a dependent child. A person aged 16 years and over is defined as in employment if in the week before the census they carried out at least one hour's paid work, either as an employee or self-employed. This also includes: any other form of paid work; being away from work ill, on holiday or temporarily laid off; or on maternity or paternity leave.",2,2 adults in employment in household
HH_ADULTS_EMPLOYMENT_TC3,Adults in Employment (Household),"The number of employed adults in a household. An adult is a person who is not a dependent child. A person aged 16 years and over is defined as in employment if in the week before the census they carried out at least one hour's paid work, either as an employee or self-employed. This also includes: any other form of paid work; being away from work ill, on holiday or temporarily laid off; or on maternity or paternity leave.",3,3 or more adults in employment in household
HH_CARERS_TC2,Provision of Unpaid Care (Household) - 3 Categories,"The number of people in a household who provide unpaid care. A person provides unpaid care if they give any help or support to anyone because of long-term physical or mental health conditions or illnesses, or problems related to old age. This does not include any activities as part of paid employment. Provision of Unpaid care was not asked of people aged under 5, so this variable counts usual residents aged 5 years and over.",0,No unpaid carers in household
HH_CARERS_TC2,Provision of Unpaid Care (Household) - 3 Categories,"The number of people in a household who provide unpaid care. A person provides unpaid care if they give any help or support to anyone because of long-term physical or mental health conditions or illnesses, or problems related to old age. This does not include any activities as part of paid employment. Provision of Unpaid care was not asked of people aged under 5, so this variable counts usual residents aged 5 years and over.",1,1 unpaid carer in household
HH_CARERS_TC2,Provision of Unpaid Care (Household) - 3 Categories,"The number of people in a household who provide unpaid care. A person provides unpaid care if they give any help or support to anyone because of long-term physical or mental health conditions or illnesses, or problems related to old age. This does not include any activities as part of paid employment. Provision of Unpaid care was not asked of people aged under 5, so this variable counts usual residents aged 5 years and over.",2,2 or more unpaid carers in household
HH_CARERS_TC4,Provision of Unpaid Care (Household),"The number of people in a household who provide unpaid care. A person provides unpaid care if they give any help or support to anyone because of long-term physical or mental health conditions or illnesses, or problems related to old age. This does not include any activities as part of paid employment. Provision of Unpaid care was not asked of people aged under 5, so this variable counts usual residents aged 5 years and over.",0,No unpaid carers in household
HH_CARERS_TC4,Provision of Unpaid Care (Household),"The number of people in a household who provide unpaid care. A person provides unpaid care if they give any help or support to anyone because of long-term physical or mental health conditions or illnesses, or problems related to old age. This does not include any activities as part of paid employment. Provision of Unpaid care was not asked of people aged under 5, so this variable counts usual residents aged 5 years and over.",1,1 unpaid carer in household
HH_CARERS_TC4,Provision of Unpaid Care (Household),"The number of people in a household who provide unpaid care. A person provides unpaid care if they give any help or support to anyone because of long-term physical or mental health conditions or illnesses, or problems related to old age. This does not include any activities as part of paid employment. Provision of Unpaid care was not asked of people aged under 5, so this variable counts usual residents aged 5 years and over.",2,2 unpaid carers in household
HH_CARERS_TC4,Provision of Unpaid Care (Household),"The number of people in a household who provide unpaid care. A person provides unpaid care if they give any help or support to anyone because of long-term physical or mental health conditions or illnesses, or problems related to old age. This does not include any activities as part of paid employment. Provision of Unpaid care was not asked of people aged under 5, so this variable counts usual residents aged 5 years and over.",3,3 unpaid carers in household
HH_CARERS_TC4,Provision of Unpaid Care (Household),"The number of people in a household who provide unpaid care. A person provides unpaid care if they give any help or support to anyone because of long-term physical or mental health conditions or illnesses, or problems related to old age. This does not include any activities as part of paid employment. Provision of Unpaid care was not asked of people aged under 5, so this variable counts usual residents aged 5 years and over.",4,4 or more unpaid carers in household
HH_CAR_VAN_IND,Car or Van Availability - 2 Categories,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,0,No cars or vans available
HH_CAR_VAN_IND,Car or Van Availability - 2 Categories,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,1,1 or more cars or vans available
HH_CAR_VAN_TC2,Car or Van Availability - 3 Categories,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,0,No cars or vans available
HH_CAR_VAN_TC2,Car or Van Availability - 3 Categories,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,1,1 car or van available
HH_CAR_VAN_TC2,Car or Van Availability - 3 Categories,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,2,2 or more cars or vans available
HH_CAR_VAN_TC5,Car or Van Availability,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,0,No cars or vans available
HH_CAR_VAN_TC5,Car or Van Availability,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,1,1 car or van available
HH_CAR_VAN_TC5,Car or Van Availability,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,2,2 cars or vans available
HH_CAR_VAN_TC5,Car or Van Availability,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,3,3 cars or vans available
HH_CAR_VAN_TC5,Car or Van Availability,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,4,4 cars or vans available
HH_CAR_VAN_TC5,Car or Van Availability,The number of cars or vans owned or available for use by household members. Car or Van Availability includes any company cars or vans available for private use. It does not include motorbikes or scooters. The number of cars or vans available in an area relates only to households. Cars or vans used by communal establishment residents are not counted. This count is not exact as responses indicating a number of cars or vans greater than 20 were treated as invalid and a value was imputed.,5,5 or more cars or vans available
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",1,One type of central heating: Oil
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",2,One type of central heating: Mains gas
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",3,One type of central heating: Electric (for example storage heaters)
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",4,One type of central heating: Tank or bottled gas
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",5,One type of central heating: Solid fuel (for example coal)
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",6,One type of central heating: Renewable heating system
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",7,One type of central heating: Wood (for example logs or waste wood)
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",8,One type of central heating: Other
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",9,Two or more types of central heating: Oil and solid fuel (for example coal)
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",10,"Two or more types of central heating: Oil, wood (for example logs or waste wood), and solid fuel (for example coal)"
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",11,Two or more types of central heating: Oil and wood (for example logs or waste wood)
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",12,Two or more types of central heating: Oil and electric (for example storage heaters)
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",13,Two or more types of central heating: Mains gas and electric (for example storage heaters)
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",14,Two or more types of central heating: Oil and tank or bottled gas
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",15,Two or more types of central heating: Mains gas and solid fuel (for example coal)
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",16,Two or more types of central heating: Mains gas and wood (for example logs or waste wood)
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",17,"Two or more types of central heating: Oil, electric (for example storage heaters) and solid fuel (for example coal)"
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",18,"Two or more types of central heating: Oil, electric (for example storage heaters), wood (for example logs or waste wood) and solid fuel (for example coal)"
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",19,"Two or more types of central heating: Mains gas, wood (for example logs or waste wood) and solid fuel (for example coal)"
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",20,Two or more types of central heating: Oil and renewable heating system
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",21,"Two or more types of central heating: Oil, tank or bottled gas and solid fuel (for example coal)"
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",22,Two or more types of central heating: Oil and mains gas
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",23,Two or more types of central heating: Other combinations
HH_CENTRAL_HEATING,Central Heating,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",24,No central heating
HH_CENTRAL_HEATING_AGG10,Central Heating - 10 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",1,Oil only
HH_CENTRAL_HEATING_AGG10,Central Heating - 10 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",2,Mains gas only
HH_CENTRAL_HEATING_AGG10,Central Heating - 10 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",3,Electric (for example storage heaters) only
HH_CENTRAL_HEATING_AGG10,Central Heating - 10 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",4,Tank or bottled gas only
HH_CENTRAL_HEATING_AGG10,Central Heating - 10 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",5,Solid fuel (for example coal) only
HH_CENTRAL_HEATING_AGG10,Central Heating - 10 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",6,Renewable heating system only
HH_CENTRAL_HEATING_AGG10,Central Heating - 10 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",7,Wood (for example logs or waste wood) only
HH_CENTRAL_HEATING_AGG10,Central Heating - 10 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",8,Other central heating only
HH_CENTRAL_HEATING_AGG10,Central Heating - 10 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",9,Two or more types of central heating
HH_CENTRAL_HEATING_AGG10,Central Heating - 10 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",10,No central heating
HH_CENTRAL_HEATING_AGG3,Central Heating - 3 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",1,One type of central heating
HH_CENTRAL_HEATING_AGG3,Central Heating - 3 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",2,Two or more types of central heating
HH_CENTRAL_HEATING_AGG3,Central Heating - 3 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",3,No central heating
HH_CENTRAL_HEATING_AGG4,Central Heating - 4 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",1,Oil only
HH_CENTRAL_HEATING_AGG4,Central Heating - 4 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",2,Mains gas only
HH_CENTRAL_HEATING_AGG4,Central Heating - 4 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",3,Other central heating
HH_CENTRAL_HEATING_AGG4,Central Heating - 4 Categories,"Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not). Central heating is classified by fuel type, for example, gas, electric (including storage heaters) or oil.",4,No central heating
HH_CENTRAL_HEATING_ELEC,Central Heating (Electric),Identifies whether a household has electric central heating. Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not).,0,Household does not have electric central heating (for example storage heaters)
HH_CENTRAL_HEATING_ELEC,Central Heating (Electric),Identifies whether a household has electric central heating. Central heating is a central system that generates heat for multiple rooms. A household's accommodation is classified as having central heating if it is present in some or all rooms (whether used or not).,1,Household has electric central heating (for example storage heaters)
